"","lambda0.clone512","lambda1.clone512","mu0.clone512","mu1.clone512","q01.clone512","q10.clone512"
"1",0.177288529286909,0.0766400251919282,0.0741107359912533,2.7112050253087e-05,0.0205400342679272,1.53087886674729e-06
"2",0.176205814337311,0.0767195946895936,0.0751812077047188,2.27092794424503e-05,0.0209514682777488,9.75351603524485e-07
"3",0.177496852784874,0.0761532046024948,0.0739559670834602,4.50907893037115e-05,0.0212293309892675,1.05472789454514e-05
"4",0.175283112492884,0.0750984985210353,0.0728579920713274,6.39720234764172e-05,0.0207361698401216,3.56171473166175e-06
"5",0.175225096478517,0.0760827524817827,0.0732919397191101,4.74616862779657e-05,0.0211400664428971,4.10455335186347e-06
"6",0.17663296036951,0.0760721368868799,0.0723624072845382,5.6389648901563e-05,0.02068767180465,4.30414690041894e-06
"7",0.175190426063276,0.075984854093104,0.072411277809625,8.28035783444785e-07,0.0211270820106252,2.16008163678763e-05
"8",0.175929185916927,0.0761010157590023,0.0717408136579519,3.7143879254141e-06,0.0209778254759517,1.64702912733102e-05
"9",0.175668924035092,0.0760549110387997,0.0739481909568366,3.95371078101697e-06,0.0208242350343074,1.53639740545473e-05
"10",0.175379367436707,0.076005467729366,0.0727495707522528,4.12496552243318e-05,0.0208678495492731,2.35947380316012e-05
"11",0.175872912283331,0.0768380638255168,0.0754289748040222,0.000115442651889757,0.0202606043239327,2.06458139711587e-05
"12",0.176168143930165,0.0765116075899427,0.0769540684780712,0.000170197522257544,0.0213757340931478,1.25185104715122e-06
"13",0.175921865202629,0.0760417088356997,0.0754793518371504,4.87791875904249e-06,0.0213632976162837,4.45382068394006e-07
"14",0.177223997379948,0.0764272562079555,0.0771205678475072,1.50684760590782e-05,0.021528029784179,1.22492140660404e-06
"15",0.177969072715811,0.0761364651427431,0.0758241846353187,2.93311508730122e-07,0.0199300331910121,1.23620301623382e-06
"16",0.176503177766858,0.0756426443696157,0.0759514072584923,0.000100701500426954,0.0208661335742342,1.3001653701609e-06
"17",0.177703000576179,0.0755735573374815,0.0740498707478971,0.000101044020178681,0.0207175213035016,8.84317301589527e-07
"18",0.175951393334474,0.0776049609715138,0.076263748720931,7.54579207578392e-05,0.0206812406458378,1.454421445111e-06
"19",0.178592746222561,0.0770301156116404,0.0778296013118051,3.7418222296266e-05,0.0200762115126548,1.86336575023575e-06
"20",0.178276662265233,0.0762010300222844,0.0795738379567321,9.74334885627084e-06,0.0203495822324537,1.23236516237502e-06
"21",0.179942327721301,0.0762242096063636,0.0792183878463595,1.06961283755246e-05,0.0201420328819638,3.87646309605696e-06
"22",0.178235236094605,0.0768836924203974,0.07654216615926,7.97859614608511e-06,0.0209695469500704,1.55721484719928e-05
"23",0.175935486941332,0.0759944655212818,0.0696852140058114,2.33341078695477e-05,0.0209164315961523,1.11146392770678e-05
"24",0.174084230348697,0.0760499884310338,0.0708631276318124,2.5560872400021e-05,0.0207218511039526,1.64435294683923e-05
"25",0.173397320800544,0.0770277223141183,0.0711976540490757,3.42275940652539e-05,0.0209344410634259,1.12937351512736e-05
"26",0.175129234470693,0.0771608919297908,0.0747584962707432,3.08452945335546e-05,0.020233151717149,6.34567637834787e-07
"27",0.177552121599409,0.0761841508946085,0.0735673804169908,1.21307651969514e-05,0.0208898534775606,1.28006003116725e-07
"28",0.177479935857482,0.0765621462408371,0.074953272252137,0.000119584184387731,0.0207085465655706,1.064937260211e-05
"29",0.177817712142245,0.0768362568374498,0.0742197493386761,0.00015170832556879,0.0202146634121458,1.77586068474562e-05
"30",0.176622620345834,0.0765909017539556,0.0771799106735588,8.25620195887795e-05,0.0200906832311716,1.35122963003379e-05
"31",0.177690630897352,0.0764111898439626,0.0768821173959035,0.000133080327201556,0.0209526161928374,5.8946303959096e-06
"32",0.17809529470954,0.0762150280417791,0.0769228656660248,2.61146140631286e-05,0.0211583391318572,9.84551759719568e-06
"33",0.175324396934797,0.0760664578719692,0.0740227509394301,0.000124711574053266,0.0207599284769627,1.30831776280819e-05
"34",0.174815939176427,0.0756882384731513,0.0750811855588129,0.000118384868322685,0.020609997343667,2.80759902201551e-06
"35",0.175234730498873,0.0776062644207019,0.0741785065658344,0.00015952783067669,0.0207815116578651,5.94110607568506e-06
"36",0.177335669179129,0.0770818026439132,0.0750625855371344,8.27972694723495e-06,0.0204565528357701,1.20195526752417e-05
"37",0.17742826513743,0.0774500535089748,0.0745693828134658,7.37268519858295e-06,0.0200880355747762,1.25321814362834e-05
"38",0.176921040028285,0.0767795630021391,0.0771115470076975,1.70640652567382e-05,0.0205816335834681,1.00853800702633e-05
"39",0.17838068141543,0.076927548415733,0.0775513904185311,7.45378699032029e-05,0.020393663010739,1.59248314772226e-05
"40",0.177489903329184,0.0770887205183338,0.0762350700844236,3.40516228771176e-05,0.0200728628329359,1.14526223178543e-05
"41",0.177186247899832,0.0769548314295402,0.0764546293875323,5.95343004106525e-05,0.019944971310261,3.56980777838583e-06
"42",0.17811220769917,0.0766505142836089,0.0789651793732687,1.0481014241897e-05,0.0200765838080066,9.45301118517671e-07
"43",0.179887948354049,0.0759439543671198,0.0778158220809548,1.05464063209281e-05,0.0208536705724064,2.17153731963332e-06
"44",0.177084332535061,0.075666299936185,0.0786460094033205,3.70123762685663e-05,0.0200176354870961,5.47982635978566e-06
"45",0.177651559895859,0.0772121307441822,0.0779632313057143,3.03037737961295e-05,0.0207433776960727,3.27422225421886e-06
"46",0.176473951444159,0.0767551215456514,0.0771269121998812,2.60903023592652e-05,0.0208856901798966,1.0385250128386e-05
"47",0.178925477676314,0.0766117138069,0.0773038761507779,1.00829577722463e-05,0.0208197446966425,6.03781980056515e-06
"48",0.179920765074156,0.0767403826992401,0.0781433171449391,4.27051937326288e-06,0.0203008737709268,7.36027247134271e-06
"49",0.179885756415637,0.0758821946960093,0.0775908324611009,9.23118913486404e-05,0.0200952298074939,6.66052233844452e-06
"50",0.176383500422856,0.0767915322213201,0.0771968548354489,3.50821736255232e-05,0.020017246791956,5.13872324335501e-06
"51",0.176603673725899,0.076672032415281,0.0745345316784924,2.29644209498244e-05,0.0210962091894371,1.35077250342971e-05
"52",0.178014440614288,0.0772839199967436,0.0749720819106299,1.82923365669344e-05,0.0205816144785124,8.79706092096639e-06
"53",0.176313856822144,0.076411795397591,0.0762983499127632,2.56535234174427e-05,0.0203245340129939,9.04385183745075e-06
"54",0.177687105766079,0.0757482031220717,0.0777517585452751,3.46336354002907e-05,0.0199775899313556,1.18438923218826e-06
"55",0.179070940997863,0.0765331156503417,0.0775782817275909,1.19150278206793e-05,0.0209270690113916,2.8405569807788e-06
"56",0.178292553981289,0.0751755738076599,0.0767466826874245,3.85384680362288e-05,0.0203861662570077,9.03570776911157e-07
"57",0.178064455058462,0.0773005803793758,0.0777571811846603,2.3251618659164e-07,0.0207992295892302,7.32423922328486e-06
"58",0.178984201465603,0.0776792223215694,0.0799715320647305,3.38849919360953e-05,0.0201671944137826,1.3490447209196e-06
"59",0.179032686211463,0.0756956916635154,0.0800288349690074,1.1197159774518e-05,0.0199394710223472,6.7057277492572e-06
"60",0.179160201971005,0.0771589614917824,0.0776547929498039,3.59298735424139e-05,0.0207124560260446,2.9371456457384e-06
"61",0.176645573028747,0.0758547035319004,0.0732833300883701,6.0536571239618e-06,0.0202487691362312,2.21830506105298e-06
"62",0.176659267617435,0.076884408868053,0.0770735736444687,9.67107863506875e-07,0.020495344133563,6.75610552953162e-06
"63",0.178506780252985,0.0763835543129817,0.0773159347265407,1.316714814977e-06,0.0205654404125316,8.54897380564094e-06
"64",0.178053391378209,0.0768253660252876,0.0771033452594594,3.77122009717835e-06,0.020612205510045,8.81930863387261e-06
"65",0.17712416684657,0.0762400553752296,0.0763846478442186,1.05957926532007e-05,0.0207750225340617,3.88965921410337e-06
"66",0.177247729742342,0.0766760305560364,0.0772259830833324,0.000126378641957064,0.0206559432079764,8.80013998777558e-06
"67",0.177326928769125,0.0759653626209479,0.0783693431050264,8.76744281405517e-06,0.020124327346473,8.85460758133723e-06
"68",0.177430015964525,0.0762503936334916,0.0796290520422649,1.91828724723755e-05,0.0205582465640825,1.58972784476427e-06
"69",0.178357326234111,0.0765061035753728,0.0765791858951978,5.86933495596373e-05,0.0205837222667702,1.1366333545752e-06
