"","lambda0.clone8","lambda1.clone8","mu0.clone8","mu1.clone8","q01.clone8","q10.clone8"
"1",0.175032467013713,0.0775444525233431,0.0527322343034878,0.00390795290964906,0.0196274611811323,0.000344543119885139
"2",0.157294125341987,0.0814111474824385,0.0585836689378145,0.00288345948216422,0.0227220223012439,0.000289459782996349
"3",0.169509904089928,0.0801997658376862,0.0502342612499603,0.00407927779690161,0.0255208785460901,5.23637012948319e-05
"4",0.16561183674483,0.0781109048533591,0.048889711675789,0.00427101848699404,0.0244428191385846,8.94980654323646e-05
"5",0.162322641633364,0.077471012786464,0.0619805955317683,0.00679389632765782,0.0270147010394769,0.00150992227926902
"6",0.172583653893104,0.0761849106026936,0.0619109764615158,0.00448415989836611,0.0213191189799513,0.00189846042006775
"7",0.168046768945336,0.0706938575774457,0.0550501664195377,0.00423355138147818,0.026397742343405,0.000690704229789226
"8",0.169084699353954,0.0665588581400968,0.0516133661370425,0.00583889374182743,0.0251520247797871,0.000505657175595601
"9",0.168858952419586,0.0861993220572698,0.0256381024712856,0.00230894133215575,0.0268503349792768,0.000105718555355326
"10",0.149705020812956,0.0721231072847581,0.0330622101875565,0.0018986541618077,0.0326614697699967,0.000598520703797485
"11",0.175313724397835,0.0820957508234842,0.0763735098229049,0.010200828891766,0.0292433825627257,0.000184677716079839
"12",0.182259359214931,0.0873994778876037,0.0787540027850019,0.0130866285721112,0.0219439839481315,0.000145732064898942
"13",0.185535089055793,0.0873684636600907,0.0947339071560924,0.0139286897220699,0.0197702249526973,0.000307575592143117
"14",0.194216391045187,0.0808621337821671,0.0877279913911816,0.00105504402922434,0.0231461719080909,0.000116191593679256
"15",0.179327382300472,0.0738036535160071,0.0849614089249511,0.0015182961014669,0.0215506516348741,0.000271758380761932
"16",0.180612321776719,0.0749683077704369,0.0872366176186297,0.00226103962086212,0.0198675424911029,0.000186889966069815
"17",0.180707133047048,0.0813553394187834,0.083135198283383,0.00599984108749861,0.0206906456174046,1.75029914908196e-05
"18",0.189914050492064,0.0751074001550774,0.0996236729238528,0.0061876749350195,0.0217557429076927,8.53137060773272e-05
"19",0.183300700144664,0.0817378073667092,0.108587993244827,0.00491267815869397,0.0196137013820022,5.76194797094743e-05
"20",0.192039416411139,0.0810442236614375,0.109862834025145,0.00192489711884667,0.0175118415868808,0.000263802465410199
"21",0.19919756184592,0.0673771464298838,0.103776906789258,0.000780716971529775,0.0159852061446737,0.000470362212312925
"22",0.191585846842521,0.0813859973146414,0.091864654373803,0.00191346163808183,0.0213718922197003,0.000535527740451971
"23",0.185066501403583,0.081038103404083,0.0962844939709481,0.00193002117474898,0.0223228524588435,0.000210573072461693
"24",0.185328695417483,0.075786453859693,0.100821162548902,0.00136869973126797,0.0195104965997633,0.000870807378689615
"25",0.187547345408102,0.0729677245070673,0.0938017739868298,0.000633989140208385,0.0192726046641937,8.98286787543422e-05
"26",0.188223802282057,0.0802002418210691,0.106213403291282,0.000614548390559064,0.018794717419063,2.35530094680257e-05
"27",0.199551011195576,0.0742689590948752,0.124357913175185,0.000696157303197642,0.0191716369472887,0.000706221654674799
"28",0.200278755797329,0.0725879115291641,0.0911263297638684,0.00314195263367964,0.0194969120789486,5.56007641146636e-06
"29",0.19317271630769,0.083372733493627,0.104378780018107,0.000466369245398603,0.0217100602169137,0.000514462732408822
"30",0.213670219052703,0.0769265650107786,0.113604056198946,0.00855630031172589,0.0203605319497575,0.000164105668368313
"31",0.195966320367069,0.0808365089458067,0.106943554124277,0.00984117235188965,0.017007294619807,7.35504010556143e-05
"32",0.190422341316274,0.0802413808681277,0.0982763306908561,0.00406047526114282,0.0176492224311686,9.2515103841467e-05
"33",0.191347491499665,0.0805401577555015,0.105054171659273,0.00251638867235727,0.0198072388955157,0.000398410467767435
"34",0.1913823886504,0.0809041710597487,0.0742244254274486,0.000122041673445353,0.0213249546601676,0.000668651431840572
"35",0.186426654926201,0.0720260323419964,0.0726469884936343,0.000282733441590979,0.0199739885267931,0.00105054860001739
"36",0.161141325501252,0.0735493962740025,0.0534820628421264,0.00300468181384007,0.025849497143336,0.000157168365633902
"37",0.177287551018912,0.0745362438151756,0.0403656177497742,0.00113413332044187,0.0259652134276151,9.15349420385914e-05
"38",0.157787980157625,0.0769935113040785,0.0512274117126034,0.00248108793328245,0.0224644297842206,0.00152089107458928
"39",0.179604939833363,0.0798034173801282,0.0871798068037864,0.00407027645478533,0.02128195830581,0.0013760856394918
"40",0.189169098677604,0.0689113467186441,0.0740958678570451,0.00285731322829621,0.0178536290096452,0.00210890765671149
"41",0.167528796803076,0.0756838128177131,0.0608108669559809,0.00193499493414931,0.0272716887982202,0.00134652562108424
"42",0.169596185114339,0.0806599178898549,0.0523340491620559,0.00511592402718497,0.0274964692880893,0.00210279179529728
"43",0.166201696336414,0.0883367691066018,0.0396614687554417,0.00290517014590567,0.0240374939242841,0.000420870484709949
"44",0.163587233442564,0.0877301319296604,0.0535378563556486,0.00667147984511282,0.0220938131324109,0.000131457403045198
"45",0.181576634732318,0.0732471209036925,0.0793003591070297,0.00601114861136988,0.0205793945586521,0.000149182521763816
"46",0.172879975345925,0.0765015472684721,0.0675481965112899,0.00565801633143457,0.0199978216700417,0.000239383569003404
"47",0.165176406832993,0.0802692047959457,0.0551823323710166,0.00284292280264326,0.0211460571988186,0.00017910860792142
"48",0.170004663989993,0.0828691738300298,0.0682702389498053,0.00638107850322987,0.0218186865771239,0.00086166232829454
"49",0.175369921699317,0.0791050822411898,0.0780045683026999,0.00646756025892376,0.0238476541339246,0.000433533705345456
"50",0.183776348593265,0.0757457961020784,0.0755640475887814,0.00452924888269837,0.0226355828904958,0.000243327959858097
"51",0.182598426781313,0.081145710802188,0.080831742710253,0.00169242592823414,0.0165648275054585,0.000208485084481087
"52",0.178442728076314,0.0765887252669213,0.0770372530061808,0.0015229806407813,0.0257733206949092,0.00039442414492353
"53",0.1888461963294,0.0731890149530472,0.0869101603926712,0.00178633662349741,0.0158472540143348,0.000592346730900631
"54",0.187325202545169,0.0810884318098792,0.0895727800684678,0.00175413309308006,0.0209162535692928,0.000890796690313768
"55",0.175155974302477,0.0759573411785017,0.0692063029057731,0.000884206366980303,0.0198469590383262,0.000437249508118717
"56",0.182847394275773,0.0772867029821045,0.0907207112117976,0.00165052729133413,0.0187670436643813,0.00032443311114017
"57",0.184639951739633,0.0814334130642718,0.0836255855363605,0.00391097203545649,0.0246633578128475,0.000924964419938828
"58",0.179526150380503,0.0798851468967517,0.0611363489715847,0.00218284968001318,0.0200016189438463,0.000141304355663322
"59",0.15340270194337,0.0753235071336159,0.0388410303334474,0.00156324332158834,0.0217712384071229,7.13241125359231e-05
"60",0.160695372627006,0.073070171495427,0.0643145433823195,0.00310925484020214,0.0227888443215427,0.000412260786495152
"61",0.178086892089156,0.0823571828257989,0.0657893295440101,0.00582801922233206,0.0217177258865456,0.000928745128686031
"62",0.180023333731225,0.0846517206647045,0.0684950036766733,0.00119266985884932,0.0215834124170645,0.000888988741112766
"63",0.175013594701585,0.0808056270598869,0.0816629135409416,0.00201097417096464,0.0195913191007131,0.000694624865657475
