"","lambda0.clone128","lambda1.clone128","mu0.clone128","mu1.clone128","q01.clone128","q10.clone128"
"1",0.176643576154777,0.074825323746385,0.0741107359912533,8.41265185483906e-05,0.0209116094523198,1.0100535970901e-06
"2",0.177934789202141,0.0754560242353788,0.0756829701847042,0.0004311320648576,0.0208195831803144,5.66352582745087e-05
"3",0.178922992064631,0.0768752157706134,0.0748864882852637,3.2611562527461e-05,0.0211924052323128,6.38476260794654e-05
"4",0.176249313476225,0.0777863220027338,0.0723767421831563,7.09615859758085e-05,0.0207293593073153,6.19120934832722e-05
"5",0.177029098719497,0.0747104902426151,0.0783573375505188,8.15303187062829e-05,0.0202462594896895,3.95120105744621e-05
"6",0.179849283000452,0.0787330140167023,0.0803278698357284,0.000197948863252147,0.0196976072012635,2.64461603756812e-05
"7",0.180412473140689,0.074557084534185,0.0792583962611926,4.06851436433854e-05,0.0197661662151879,8.19978977841904e-05
"8",0.181931142225202,0.07396851056732,0.0772562013816532,6.56877208839224e-06,0.0193640930854995,0.00012114398111594
"9",0.176408273546633,0.0769398276958567,0.0799709151215941,0.00019542157195447,0.0211426889171889,0.000125041428163085
"10",0.176880048461995,0.0746805426027465,0.0683787054221865,8.97033948336084e-06,0.0216869665693975,2.20963367315256e-05
"11",0.174169272581389,0.0758002830648844,0.0730384502754426,2.4810342212548e-05,0.0206908822989311,2.98569843529374e-05
"12",0.179687355080697,0.0775557299175232,0.0802026727728978,5.96331706996745e-05,0.0201298991787196,3.16111923715229e-05
"13",0.180493673763225,0.0751363619387719,0.0759287124589565,0.000117685724420864,0.0208770493387861,2.0619573052106e-05
"14",0.177949955476901,0.0770577569547984,0.0751249769411639,3.23418534502192e-06,0.020645926272168,1.37822595715085e-06
"15",0.17743697930381,0.0759283081861708,0.0764895371277284,2.1848960501968e-05,0.0197766178016136,8.91426277547632e-06
"16",0.177348603085239,0.0776812212363158,0.0757807434642879,8.46322238674528e-05,0.0201496032035578,4.5042204917937e-05
"17",0.17851575497528,0.0771037250574366,0.0802179867531586,0.000153986444873244,0.0199222656496959,5.03668317561671e-05
"18",0.177389546358341,0.0762817878531102,0.0722082743181766,0.000130160210607777,0.0203373237080045,2.20725280299938e-05
"19",0.177444332208376,0.0770805647839675,0.0720818913289498,3.04008925515481e-05,0.0195203548068323,4.76543618972914e-05
"20",0.17661572073881,0.0756298321984878,0.0713197645463865,9.97532982460488e-05,0.0205723731683169,6.54726481149797e-05
"21",0.17267158553788,0.0746646231426531,0.0734273949870927,7.64799371861188e-05,0.0206497688718205,2.03785106643683e-05
"22",0.172459601171059,0.0772794882649386,0.068549069776342,6.84214801393229e-05,0.0219031219034934,8.1141502348663e-06
"23",0.174637187033234,0.0768977836627757,0.068953263261227,7.17670585720938e-06,0.0219232350858549,3.33191970648519e-05
"24",0.174073376263288,0.076626446992012,0.0701329622458015,2.01643576076653e-05,0.0205253514536873,1.13425430158537e-05
"25",0.174405729649277,0.075789377491088,0.0714407802688771,5.0853529906579e-05,0.020702357827192,6.77626564650317e-06
"26",0.174133885979154,0.077466798147932,0.0699405887544257,4.46011032035218e-05,0.0210273057214611,7.34489857766391e-06
"27",0.173925012817904,0.0765663300754924,0.0694522845111182,4.68986771111249e-05,0.020896623891174,2.24907397408793e-05
"28",0.17220537192249,0.075262004062918,0.0686610896952494,0.000350786795716803,0.0196819542923428,3.48542300268512e-06
"29",0.170399250011146,0.0762507625430758,0.0724993163358749,0.000166879260950097,0.0217237951719289,1.62407319892965e-05
"30",0.174896307920956,0.0762836373902217,0.069977854087548,0.00010530942557229,0.0219598597313456,1.51980721980528e-05
"31",0.175327331748868,0.0741162312565042,0.0756874710302312,5.44527549662043e-05,0.0193504878765306,2.05421586852053e-05
"32",0.177223808753493,0.0767129311190451,0.0763935122966918,5.73607017843864e-05,0.022037022175108,2.2252334449388e-05
"33",0.180516557440924,0.0757489005395702,0.0801374757508901,0.00055047391269239,0.020459531836314,7.09092264952433e-06
"34",0.179557229277167,0.076978950161814,0.0804780926217804,0.000165758198810229,0.0202570754442996,3.11706593194427e-05
"35",0.178619238997946,0.0750166210396487,0.0759001729864586,2.22639231322073e-05,0.0202967116921193,1.73971029617529e-06
"36",0.17944117803406,0.0776556071187359,0.0786205610962231,0.000454115209746051,0.021974634049705,6.68303757068297e-05
"37",0.179168433695843,0.0765422361478918,0.079997479370523,0.000787072554133677,0.0219366667669336,3.19664985120543e-05
"38",0.177412544290685,0.0754927863513574,0.0795828035720735,0.000569777817354822,0.021612754966314,3.5286034899959e-06
"39",0.180290616940201,0.0782398401192226,0.0740223369346979,0.000171063588603674,0.0202643068674747,1.91449803219043e-05
"40",0.178996067445146,0.0751871320454077,0.0806231807819563,0.000182931508344373,0.0209100038638572,4.19869009863488e-05
"41",0.177383438505425,0.0776153523089682,0.0693436771186165,7.25264516621993e-06,0.0206181682187774,2.05781292879953e-05
"42",0.174602588027017,0.077610577303742,0.0761446324829411,0.00022704763641498,0.0202987136869202,4.25399203535404e-05
"43",0.177456682291485,0.0762527184701439,0.0738120310051403,0.000277568903552437,0.0204520768051791,4.75290861292836e-05
"44",0.174926437462725,0.0774328511718395,0.0710293544881174,0.000149714384287499,0.0215304570189201,2.66350705718614e-05
"45",0.175592618198036,0.0767623606650038,0.0722198598695742,0.000183269271262739,0.0211461491524272,0.000157238829910778
"46",0.174126097033801,0.0766015705540759,0.0708349204219058,0.000181800994990733,0.0214397235138133,2.89880178016282e-05
"47",0.173877162116085,0.0750955172332653,0.0699528776729386,0.000129198228463386,0.0216869038194718,5.53625585649675e-06
"48",0.172117028042585,0.0781827151980971,0.0725948306156369,0.000414015519422705,0.0208321000911596,1.68618718136945e-06
"49",0.178149965412123,0.0744975721221721,0.0720245378666747,0.00044989035526103,0.0217419804911348,8.34506511647364e-06
"50",0.173160255122922,0.074868088470947,0.0693621025050337,0.000433191763307836,0.0204939431572511,1.38708924228607e-05
"51",0.174204202482225,0.0787146064363348,0.0754249865864468,0.000310398734629099,0.020142029946085,2.08291761050738e-05
"52",0.174933980361083,0.0773622504966346,0.075425724502153,0.000254649422868383,0.0204994814417495,2.44138303607955e-05
"53",0.176728355949891,0.0773606942776874,0.073078061930488,0.000236737117465918,0.0206684616592327,1.92561425641307e-05
"54",0.173115992706906,0.0763331515448188,0.0682648644439243,0.000230539700530147,0.0209950501733025,1.98198995794607e-05
"55",0.174503777084781,0.0770187510000836,0.0758830962870879,0.000111134300667115,0.0209366693626625,3.23391034685672e-05
"56",0.179114419774385,0.0770385943708272,0.077845801895313,7.43583415990192e-05,0.0206107280540615,3.03603127198836e-05
"57",0.177666185318371,0.0762786531227758,0.0762221290310122,0.000306054513080636,0.0210069497024205,0.000121475897635727
"58",0.172329412794673,0.0778833690473053,0.0632112393618467,0.0004136810703125,0.0229294611932453,0.000119879949058428
"59",0.172720450913481,0.0779654456872515,0.0623636717663835,0.00019444087095685,0.0212565943454746,0.000121237037579387
"60",0.167463995106829,0.0749344139814325,0.064438281905689,0.000186437627684749,0.0213525203148256,1.99367044046961e-05
"61",0.168794654272262,0.0778534928315138,0.0691692147443242,0.000243017060928958,0.0201981570749249,2.79274490528075e-05
"62",0.173073801004309,0.0752631265040822,0.0724467666508145,7.94106127584993e-06,0.0200512428693612,3.05516925335162e-05
"63",0.177595681257899,0.0753414850297932,0.0754249270916727,9.81386320489779e-05,0.0207537737534434,2.80069424753066e-05
"64",0.177061399159514,0.0763821505090591,0.0748430254845189,2.58119410258316e-05,0.0212333093046018,5.68470399935764e-05
"65",0.176749103073632,0.0759072635539504,0.0722441452162031,2.20698553637845e-05,0.0202494625739249,3.42064147788599e-05
"66",0.175722740961059,0.0761559031744129,0.0804172247255034,4.3504164458079e-05,0.0195507068791361,9.08012576874206e-05
"67",0.183179958500929,0.0787835239980687,0.0850617082401329,0.000141395699851493,0.021000018540195,3.52397783750637e-05
"68",0.180932560551866,0.0786396731470102,0.0823740096028693,0.000176699692834612,0.019587048268032,3.3522235644317e-05
"69",0.183482020174266,0.0778986079826632,0.0843507518632115,0.000128319039199045,0.0201132673693729,5.32720478328853e-05
"70",0.179899397679829,0.0779960926985899,0.0818212715407878,4.44442115364163e-05,0.0199420679945723,7.73280009801553e-05
"71",0.183583854555159,0.0756552498875672,0.086664540326948,1.51142939173035e-05,0.019295357229608,0.00015660286313472
"72",0.184075093678499,0.0756649317182523,0.0903822159157095,0.000235048422372456,0.0182111456954037,2.83617421329396e-05
"73",0.187008707343415,0.076389800469842,0.0928438704975953,0.000323483285211876,0.0178266830553263,3.13197630006703e-06
"74",0.188482465692942,0.0771137724283424,0.092370381908187,0.000204499453725718,0.020032273003419,2.18397202335607e-05
"75",0.189219204617363,0.0770160581423177,0.0893342687736307,0.000214696467409224,0.0194799688889546,7.81257027841372e-05
"76",0.186930187262002,0.0776469139998028,0.0898617431577136,0.000410657448100741,0.0199632490986124,2.93601992752306e-05
"77",0.184270226387054,0.077045351094642,0.0854177634874422,0.000335179816125688,0.0201659197326862,2.96792089411921e-05
"78",0.18221031003222,0.0766992500871062,0.0793404575294176,0.000250366485863407,0.020740490077681,3.21225436675625e-05
"79",0.177889844115961,0.076271601046971,0.0737825242903841,0.000316203159928811,0.0211414313839362,3.67236719162532e-05
"80",0.176477474048449,0.0761666584819613,0.0738352290480395,0.000563027025651562,0.0215458895736798,2.44461576736893e-05
"81",0.174432480975313,0.0767472515711858,0.0688710388068298,0.000543076166944107,0.0216312637893536,0.000121821134578154
"82",0.174450577129011,0.076743636565221,0.0711890774515549,1.63365787492865e-05,0.0213159471241642,0.000176811509525507
"83",0.17561409002209,0.0765637039156953,0.0733225644519625,1.43869649657531e-05,0.0212223040183488,0.000102410876745363
"84",0.175841317415973,0.0764795971349157,0.0791293658107691,9.59914842565888e-06,0.0203692797611936,0.000126799694472331
"85",0.1784366696175,0.0780672909319538,0.0772646976594166,1.96363144611653e-05,0.0202935423658531,1.07146505725732e-05
"86",0.176271198476008,0.0766600352547516,0.0688365594376357,4.94296474466348e-05,0.0202808701964938,2.56314629688722e-05
"87",0.176447575265445,0.075521758183722,0.0696390609717526,0.000686868268131925,0.0207713267935883,2.43412527154877e-05
