"","lambda0","lambda1","mu0","mu1","q01","q10"
"209",0.166861871421459,0.0726090485134899,0.0424352794570068,0.00250578077884747,0.0245802743037659,0.00676818081162201
"210",0.138875891814033,0.0691166175200418,0.0453400138380561,0.00197577720831761,0.0266772836702354,0.00706730810108476
"211",0.175468131499053,0.0793452447569248,0.0711399824802643,0.000865778189018542,0.0208683616403497,0.00728457058482737
"212",0.187591923776848,0.081510000518279,0.0863133186619503,0.00813631605186305,0.0227013573279824,0.00882885623352681
"213",0.180158666519916,0.0837014861841712,0.103404822530486,0.0209680384613771,0.0224899667046503,0.0104913155713141
"214",0.204474007798975,0.103976130489452,0.0751649640647746,0.0261872445028629,0.0388329577952649,0.0123937470137904
"215",0.1628265950023,0.117747353560204,0.00653513218522065,0.0239411763730831,0.0517274773845622,0.0161161483003833
"216",0.209602657756071,0.115370332109221,0.0816016465512761,0.0490556833971788,0.0397136775855677,0.0145510770402699
"217",0.210736080642995,0.0847628181483278,0.0568406380982904,0.0218366494381164,0.0392816970243078,0.0063868386635134
"218",0.193397024138041,0.0818704452045191,0.0238077832255361,0.0202870859769962,0.0738470435301262,0.014154153767918
"219",0.163147955579633,0.0789997424560608,0.0118435145155073,0.000596324865359837,0.0316469925084125,0.00519723168154233
"220",0.180508325007404,0.074161861914536,0.0904288635506461,7.71534852827158e-06,0.0128933048519453,0.00431869797920447
"221",0.199986834246249,0.0673888743757584,0.0814918155585324,0.00264079574585368,0.0374833482879159,0.000157257404227026
"222",0.194364428294585,0.0706401869048989,0.0810282296150409,0.00546762555664587,0.026151877870331,0.000692456868211733
"223",0.142325871365629,0.0634551735776005,0.00485113220907615,0.00406581024984455,0.0284220163936502,0.00213488207657467
"224",0.181375279733262,0.0651116583863866,0.0464834337071196,0.0120336458312832,0.028316430769261,0.0023992275655133
"225",0.176168802564621,0.0720083333047642,0.00409404964047793,0.00493380242661332,0.0387111373539722,0.0043251958314206
"226",0.182199320380618,0.0615764666272592,0.0716807908041231,0.0032894273070476,0.0280318343447705,0.00393732646917903
"227",0.154436893222023,0.0768540608624123,0.0198913296063588,0.00392681554605137,0.0260749650925846,0.00108697879833562
"228",0.147896276972047,0.0939834385408264,0.0146490051297694,0.0275902277448239,0.0273860442798486,0.00253283656452586
"229",0.143024229788895,0.0935697234264602,0.00634969435207103,0.0427093786046337,0.0427094514138619,0.00270977250472306
"230",0.17515095821451,0.0972105864483795,0.0085855301403431,0.0193251598185508,0.0168046658399972,0.0143685442659408
"231",0.168832675767806,0.0754829543591943,0.0260944865235025,0.0134214906322933,0.017187215073009,0.0151012652706884
"232",0.228369129370395,0.0937541082301343,0.106405216946019,0.0141392353620983,0.0335488437256484,0.00916000218515523
"233",0.195854927405024,0.068240579132911,0.126728668527582,0.0113643723511857,0.0321157573070893,0.00312192705783811
"234",0.181803168022446,0.086418568600174,0.085221786123492,0.00790673257255663,0.019915794691881,0.000720804588741249
"235",0.18756352491928,0.0782755222730444,0.123605609848245,0.0499911942883025,0.0198871657572196,2.62330656215725e-05
"236",0.212244786887515,0.0932687956037489,0.131492932478394,0.0286514974137235,0.0223801078457073,0.00609796189604393
"237",0.216514878915804,0.112245107996863,0.138503093218724,0.0444953480628801,0.0150115693833335,0.00165317304615864
"238",0.21385678925044,0.107008272244601,0.124267527223049,0.046261858269651,0.0232566996263659,0.0091873295853292
"239",0.215169038787718,0.103573761266391,0.120696727149332,0.0261985180590395,0.0232593226221675,0.00882747297735518
"240",0.176313772205819,0.0923031469108886,0.126257569713045,0.00511065376710166,0.0119014596503125,0.00639840290557032
"241",0.225350003679595,0.0710979240091369,0.149302266684942,0.0182148576863324,0.0303223884495892,0.00912280033210957
"242",0.275345050991635,0.0694208258444949,0.105789301433845,0.00583177898893965,0.02783404159733,0.0222194119928318
"243",0.155543124098584,0.10713433475116,0.0730957081500339,0.0208376943175997,0.0266603970191511,0.00462168926644179
"244",0.202649305363227,0.103788156806443,0.0475949608195994,0.00646492267500937,0.0279245455787697,0.0103168778857805
"245",0.185618412453212,0.0606631230502196,0.0339074354673287,0.0113344986527651,0.031223175873514,0.0111820232717345
"246",0.144017215413037,0.0789314922187961,0.00675532201862464,0.0147832609839268,0.0210890482139151,0.0139095666208305
"247",0.138265321096632,0.107546480526797,0.0760472196606843,0.0106874360921081,0.0248348100598109,0.00181972502873446
"248",0.252327600215431,0.0659936950768443,0.127073495167057,0.00405982061233334,0.0226188992304971,0.000808828369327002
"249",0.215606529503987,0.0708363626253001,0.0974666712265593,0.000931118302590143,0.0160851719890096,0.00101550432039337
"250",0.190043621367805,0.074904045620041,0.00352038446981085,0.0108156336720516,0.0212506935154378,0.0120058282602486
"251",0.186856545137425,0.0920792473287979,0.0115131253745601,0.0115224072222685,0.022911211806113,0.00999425789921449
